ObjectID,GlobalID,Initials,CollDate,FieldCrew,SiteName,County,Comment_OpenText,WindSpeed,CloudCover,Habitat,eDNA_Smpl,RandomNum_ID,NumTicks,SampleID,eDNA_SmplID,Coord_X,Coord_Y,RecCheck
125,c93b41ad-918e-4098-94f5-926aab2a9767,HK,9/16/2021,"Kopsco,",Sibley,Ford,,Light Breeze,FEW,Gr,,,0,,,-88.3853852,40.57257334,
126,bffa481d-c875-489c-99bd-abadd95eaaf9,EN,9/16/2021,"Uruchima,Tinoco,",Trelease,Champaign,,Light Air,SKC,Gr,,,0,,,-88.14371927,40.12897483,
127,8715f756-c22a-4521-ac83-2d8e50dd8d5f,HK,9/16/2021,"Kopsco,",Sibley,Ford,,Light Breeze,FEW,ecotone,"eDNA_sample,Blank",,0,,XB7,-88.39465197,40.57293125,
128,73712ad2-8e4d-40ca-b916-7747971a227b,HK,9/16/2021,"Kopsco,",Sibley,Ford,,Light Air,FEW,Gr,,,0,,,-88.39467318,40.57293108,
129,c50fa51f-e988-4974-9d67-abbe3e80b710,EN,9/16/2021,"Uruchima,Tinoco,",Trelease,Champaign,Forgot to input data until after we left ,Light Air,SKC,ecotone,,,0,,,-88.19790018,40.08383908,
130,0d31b258-da24-483f-9bc6-540029f57d72,EN,9/16/2021,"Tinoco,Uruchima,",Trelease,Champaign,Forgot to input until after we left ,Light Air,SKC,Forest,"Blank,eDNA_sample",,0,,KB4,-88.21078445,40.08380549,
131,72339529-b70d-402c-8aa3-b3f59f7fcc27,HK,9/16/2021,"Kopsco,",LakeoftheWoods,Champaign,,Light Breeze,FEW,ecotone,,,0,,,-88.40971584,40.20588507,
132,81c6049b-81b8-4a4a-b8f8-cb1db7f798e8,HK,9/16/2021,"Kopsco,",LakeoftheWoods,Champaign,,Light Air,FEW,Forest,"eDNA_sample,Blank",,0,,QB5,-88.4074969,40.20586567,
133,9fc32948-6a52-40d1-92cc-fcb54c778f9a,HK,9/16/2021,"Kopsco,",BuffaloTrace,Champaign,,Light Air,FEW,Gr,,,0,,,-88.41152424,40.20767549,
134,5f9ddd06-30bb-4358-8494-0a67704b6f8b,LE,9/17/2021,"Lyons,Chakraborty,",,OtherCounty,Farmer study with Sulagna,Leaves_constant_motion_gentle_b,SKC,Gr,,,0,,,-88.3853334,41.3356325,
135,a7f3c5c9-8b77-44d3-8ca2-5ea7acf1ca97,LE,9/17/2021,"Chakraborty,Lyons,",,OtherCounty,,Leaves_constant_motion_gentle_b,SKC,Gr,,,0,,,-88.6559363,41.2750947,
136,1267a467-30fb-40ad-93b9-e737edc63624,LE,9/20/2021,"Chakraborty,Lyons,",,OtherCounty,,Fresh Breeze,OVC,Gr,,,0,,,-89.7637289,41.0002039,
137,1c5edcec-d4c3-4afc-9bc8-df3f96e2eebf,LE,9/27/2021,"Chakraborty,Lyons,",,OtherCounty,,Leaves_constant_motion_gentle_b,SKC,Gr,,,0,,,-89.5240436,38.2653063,
138,a049822b-abc1-4114-888d-745498f79757,LE,9/27/2021,"Chakraborty,Lyons,",,OtherCounty,,Raises_dust_sm_branches_mod_bre,SKC,Gr,,,0,,,-89.2726705,38.2877643,
139,ddee2153-db06-4f3b-906e-71a5e55a838e,LE,9/27/2021,"Chakraborty,Lyons,",,OtherCounty,,Raises_dust_sm_branches_mod_bre,SKC,Gr,,,0,,,-89.2726705,38.2877643,
140,1ebc400e-dfea-460e-8cca-cfa153eae1f1,LE,9/27/2021,"Chakraborty,Lyons,",,OtherCounty,,Leaves_constant_motion_gentle_b,SKC,Gr,,,0,,,-88.9511105,38.5695923,
141,c188248a-4b21-4503-bada-ec72e7246fd9,LE,9/27/2021,"Chakraborty,Lyons,",,OtherCounty,,Leaves_constant_motion_gentle_b,SKC,Gr,,,0,,,-88.9617189,38.5616683,
142,96609df4-04a5-4446-bc61-577cd2f1d3ef,EN,10/1/2021,"Lee,Uruchima,",Phillips,Champaign,,Light Air,FEW,Gr,,,0,,,-88.15044857,40.13139843,
143,1fa095a9-f494-4ee3-948c-82547aa3a334,EN,10/1/2021,"Lee,Uruchima,",,,,Light Air,FEW,ecotone,"eDNA_sample,Blank",,0,,SM5,-88.15159156,40.13136778,
144,3efe98a2-51fb-4a9c-81b0-c5a6127d069a,EN,10/1/2021,"Uruchima,Lee,",Phillips,Champaign,,Calm,FEW,Forest,,,0,,,-88.14930371,40.131347,
145,ee3c2e90-e7dd-45f1-b76e-c3c952113ce8,CC,10/1/2021,"Lee,Uruchima,",Trelease,Champaign,,Light Breeze,SKC,Forest,"eDNA_sample,Blank",,0,,TE5,-88.1412863,40.1302553,
146,898711a4-5f3a-478e-9870-19f113eadbb4,CC,10/1/2021,"Lee,Uruchima,",Trelease,Champaign,,Light Air,SKC,Gr,,,0,,,-88.1437238,40.1315673,
147,0f7c063f-2a96-48ef-9818-8b39557553ea,CC,10/1/2021,"Lee,Uruchima,",Trelease,Champaign,,Calm,SKC,ecotone,,,0,,,-88.1437066,40.1313157,
148,fb00557e-1966-4ca7-83dd-82b602da6793,HK,11/4/2021,"Kopsco,",Phillips,Champaign,,Calm,SKC,ecotone,,,0,,,0.0,0.0,
149,f3347156-4105-48f0-ae8f-aad64ff1530e,HK,11/4/2021,"Kopsco,",Phillips,Champaign,,Calm,SKC,Forest,"Blank,eDNA_sample",,0,,,-88.15041343,40.1312906,
150,4bf88710-4fc9-4b4e-84cf-a89962741e6c,HK,11/4/2021,"Kopsco,",Phillips,Champaign,,Calm,SKC,Gr,,,0,,,-88.14860445,40.13130423,
151,70a9927c-b721-4f06-9ea9-2ae802f44489,HK,11/4/2021,"Kopsco,",Trelease,Champaign,,Calm,SKC,Gr,"eDNA_sample,Blank",,0,,,-88.14365127,40.12952055,
152,74d5bc85-51dd-4348-95c4-7b543e8322a3,HK,11/4/2021,"Kopsco,",Trelease,Champaign,,Calm,SKC,ecotone,,,0,,,-88.14366581,40.12952047,
153,a966ba78-dc15-4d41-8936-cc8b9a381ed4,HK,11/4/2021,"Kopsco,",Trelease,Champaign,,Calm,SKC,Forest,,,0,,,-88.14365976,40.12950064,
